Index,Scene,Trajectory Name,File Path,Num Waypoints,X Start,X End,X Change,X Range,Y Start,Y End,Y Change,Y Range,Z Start,Z End,Z Change,Z Range,Euclidean Distance,Path Length,Requires Chassis,Chassis Movement Score
763,unknown,dolly_pull_out_031,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_031.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.2066,0.1266,0.1901,0.8600,0.9312,0.0712,0.0845,1.5070,1.6958,False,1.5053
764,unknown,dolly_pull_out_007,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_007.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0431,0.1231,0.1802,0.8600,0.8614,0.0014,0.0206,1.5050,1.7189,False,1.5050
765,unknown,dolly_pull_out_073,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_073.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.2006,0.1206,0.2873,0.8600,0.8723,0.0123,0.0163,1.5049,1.8154,False,1.5048
766,unknown,dolly_pull_out_003,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_003.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0395,0.1195,0.1204,0.8600,0.9697,0.1097,0.1157,1.5087,1.8050,False,1.5048
767,unknown,dolly_pull_out_026,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_026.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1919,0.1119,0.2037,0.8600,0.9244,0.0644,0.0731,1.5055,1.7389,False,1.5042
768,unknown,dolly_pull_out_002,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_002.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0290,0.1090,0.1764,0.8600,0.8961,0.0361,0.0901,1.5044,1.7449,False,1.5040
769,unknown,dolly_pull_out_094,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_094.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0288,0.1088,0.1685,0.8600,0.9754,0.1154,0.1170,1.5084,1.7040,False,1.5039
770,unknown,dolly_pull_out_021,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_021.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1883,0.1083,0.2206,0.8600,0.8509,0.0091,0.0551,1.5039,1.8265,False,1.5039
771,unknown,dolly_pull_out_020,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_020.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1812,0.1012,0.1833,0.8600,0.8820,0.0220,0.0477,1.5036,1.7647,False,1.5034
772,unknown,dolly_pull_out_070,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_070.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1781,0.0981,0.1905,0.8600,0.9215,0.0615,0.0893,1.5045,1.6682,False,1.5032
773,unknown,dolly_pull_out_030,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_030.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1734,0.0934,0.3115,0.8600,0.9388,0.0788,0.0794,1.5050,1.9081,False,1.5029
774,unknown,dolly_pull_out_045,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_045.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0133,0.0933,0.1872,0.8600,0.9094,0.0494,0.0904,1.5037,1.7398,False,1.5029
775,unknown,dolly_pull_out_014,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_014.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0127,0.0927,0.1314,0.8600,0.8018,0.0582,0.0804,1.5040,1.7184,False,1.5029
776,unknown,dolly_pull_out_062,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_062.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0112,0.0912,0.2233,0.8600,0.8907,0.0307,0.0668,1.5031,1.8688,False,1.5028
777,unknown,dolly_pull_out_027,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_027.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0079,0.0879,0.2096,0.8600,0.9249,0.0649,0.0824,1.5040,1.7792,False,1.5026
778,unknown,dolly_pull_out_019,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_019.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0073,0.0873,0.2273,0.8600,0.7641,0.0959,0.1274,1.5056,1.9473,False,1.5025
779,unknown,dolly_pull_out_086,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_086.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0069,0.0869,0.1746,0.8600,0.8534,0.0066,0.0368,1.5025,1.6735,False,1.5025
780,unknown,dolly_pull_out_061,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_061.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0052,0.0852,0.1347,0.8600,0.8150,0.0450,0.0577,1.5031,1.7703,False,1.5024
781,unknown,dolly_pull_out_060,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_060.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,-0.0014,0.0814,0.1614,0.8600,0.8169,0.0431,0.0694,1.5028,1.7909,False,1.5022
782,unknown,dolly_pull_out_076,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_076.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1557,0.0757,0.3098,0.8600,0.9771,0.1171,0.1206,1.5065,1.9818,False,1.5019
783,unknown,dolly_pull_out_037,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_037.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0047,0.0753,0.2043,0.8600,0.8560,0.0040,0.0138,1.5019,1.7798,False,1.5019
784,unknown,dolly_pull_out_095,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_095.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0048,0.0752,0.2671,0.8600,0.7823,0.0777,0.1114,1.5039,1.9203,False,1.5019
785,unknown,dolly_pull_out_078,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_078.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0051,0.0749,0.1749,0.8600,0.8883,0.0283,0.1091,1.5021,1.8208,False,1.5019
786,unknown,dolly_pull_out_018,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_018.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0085,0.0715,0.1163,0.8600,0.8949,0.0349,0.0500,1.5021,1.6294,False,1.5017
787,unknown,dolly_pull_out_066,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_066.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1502,0.0702,0.1541,0.8600,0.8323,0.0277,0.1049,1.5019,1.7180,False,1.5016
788,unknown,dolly_pull_out_023,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_023.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0237,0.0563,0.1738,0.8600,0.8685,0.0085,0.0193,1.5011,1.6881,False,1.5011
789,unknown,dolly_pull_out_042,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_042.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0240,0.0560,0.0940,0.8600,0.8849,0.0249,0.1056,1.5013,1.6516,False,1.5010
790,unknown,dolly_pull_out_005,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_005.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0251,0.0549,0.0886,0.8600,0.9091,0.0491,0.0692,1.5018,1.6623,False,1.5010
791,unknown,dolly_pull_out_098,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_098.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0274,0.0526,0.2708,0.8600,0.8475,0.0125,0.0247,1.5010,1.8466,False,1.5009
792,unknown,dolly_pull_out_090,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_090.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0319,0.0481,0.2416,0.8600,0.9123,0.0523,0.0642,1.5017,1.8517,False,1.5008
793,unknown,dolly_pull_out_059,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_059.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0344,0.0456,0.1725,0.8600,0.7907,0.0693,0.0965,1.5023,1.8296,False,1.5007
794,unknown,dolly_pull_out_097,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_097.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1225,0.0425,0.2417,0.8600,0.7945,0.0655,0.0998,1.5020,1.8558,False,1.5006
795,unknown,dolly_pull_out_068,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_068.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0377,0.0423,0.0943,0.8600,0.7971,0.0629,0.0790,1.5019,1.6129,False,1.5006
796,unknown,dolly_pull_out_000,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_000.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1223,0.0423,0.2177,0.8600,0.9681,0.1081,0.1218,1.5045,1.7818,False,1.5006
797,unknown,dolly_pull_out_082,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_082.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1200,0.0400,0.1316,0.8600,0.8882,0.0282,0.0419,1.5008,1.8569,False,1.5005
798,unknown,dolly_pull_out_044,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_044.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0428,0.0372,0.2432,0.8600,0.8606,0.0006,0.0465,1.5005,1.8982,False,1.5005
799,unknown,dolly_pull_out_013,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_013.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0430,0.0370,0.1534,0.8600,0.8841,0.0241,0.0364,1.5006,1.6926,False,1.5005
800,unknown,dolly_pull_out_035,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_035.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1170,0.0370,0.0623,0.8600,0.9114,0.0514,0.0671,1.5013,1.5626,False,1.5005
801,unknown,dolly_pull_out_036,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_036.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1169,0.0369,0.1172,0.8600,0.7425,0.1175,0.1325,1.5050,1.7212,False,1.5005
802,unknown,dolly_pull_out_093,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_093.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1155,0.0355,0.2652,0.8600,0.8794,0.0194,0.0785,1.5005,1.9258,False,1.5004
803,unknown,dolly_pull_out_099,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_099.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1151,0.0351,0.1883,0.8600,0.8079,0.0521,0.0602,1.5013,1.7394,False,1.5004
804,unknown,dolly_pull_out_084,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_084.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0479,0.0321,0.1612,0.8600,0.8399,0.0201,0.0515,1.5005,1.6927,False,1.5003
805,unknown,dolly_pull_out_072,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_072.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1115,0.0315,0.1318,0.8600,0.9194,0.0594,0.0773,1.5015,1.6733,False,1.5003
806,unknown,dolly_pull_out_039,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_039.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.1108,0.0308,0.2679,0.8600,0.7888,0.0712,0.0884,1.5020,1.9504,False,1.5003
807,unknown,dolly_pull_out_015,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_015.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0591,0.0209,0.0791,0.8600,0.8498,0.0102,0.1188,1.5002,1.7043,False,1.5001
808,unknown,dolly_pull_out_077,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_077.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0592,0.0208,0.1230,0.8600,0.8237,0.0363,0.0463,1.5006,1.7117,False,1.5001
809,unknown,dolly_pull_out_001,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_001.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0640,0.0160,0.1634,0.8600,0.8282,0.0318,0.0660,1.5004,1.8009,False,1.5001
810,unknown,dolly_pull_out_046,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_046.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0653,0.0147,0.1176,0.8600,0.8405,0.0195,0.0531,1.5002,1.7237,False,1.5001
811,unknown,dolly_pull_out_022,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_022.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0659,0.0141,0.2126,0.8600,0.9528,0.0928,0.0945,1.5029,1.7668,False,1.5001
812,unknown,dolly_pull_out_089,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_089.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0659,0.0141,0.2996,0.8600,0.8739,0.0139,0.0776,1.5001,2.0213,False,1.5001
813,unknown,dolly_pull_out_083,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_083.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0929,0.0129,0.1004,0.8600,0.9317,0.0717,0.1476,1.5018,1.7918,False,1.5001
814,unknown,dolly_pull_out_053,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_053.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0909,0.0109,0.1584,0.8600,0.8181,0.0419,0.0732,1.5006,1.7990,False,1.5000
815,unknown,dolly_pull_out_056,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_056.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0903,0.0103,0.2135,0.8600,0.8271,0.0329,0.0910,1.5004,1.8543,False,1.5000
816,unknown,dolly_pull_out_081,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_081.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0900,0.0100,0.2035,0.8600,0.7714,0.0886,0.1049,1.5026,1.8702,False,1.5000
817,unknown,dolly_pull_out_087,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_087.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0896,0.0096,0.2737,0.8600,0.7899,0.0701,0.0894,1.5017,1.8735,False,1.5000
818,unknown,dolly_pull_out_074,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_074.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0886,0.0086,0.1837,0.8600,0.8580,0.0020,0.0248,1.5000,1.8049,False,1.5000
819,unknown,dolly_pull_out_028,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_028.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0886,0.0086,0.0659,0.8600,0.8505,0.0095,0.0505,1.5001,1.5887,False,1.5000
820,unknown,dolly_pull_out_050,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_050.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0864,0.0064,0.1811,0.8600,0.8462,0.0138,0.0962,1.5001,1.8974,False,1.5000
821,unknown,dolly_pull_out_033,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_033.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0766,0.0034,0.1588,0.8600,0.8614,0.0014,0.0213,1.5000,1.7699,False,1.5000
822,unknown,dolly_pull_out_058,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_058.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0771,0.0029,0.1695,0.8600,0.8271,0.0329,0.0329,1.5004,1.8483,False,1.5000
823,unknown,dolly_pull_out_057,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_057.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0817,0.0017,0.1052,0.8600,0.7696,0.0904,0.1015,1.5027,1.6971,False,1.5000
824,unknown,dolly_pull_out_052,trajectoryToLearn\world_json\cinematic_db\dolly_pull_out\dolly_pull_out_052.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0800,0.0000,0.1579,0.8600,0.9340,0.0740,0.0783,1.5018,1.7364,False,1.5000
825,scene_1,traj_1,trajectoryToLearn\world_json\scene_1\traj_1.json,300,1.0500,-0.4500,1.5000,1.5000,-0.0188,-0.0188,0.0000,0.2000,0.8600,1.3600,0.5000,0.5000,1.5811,1.9176,False,1.5000
826,scene_1,traj_2,trajectoryToLearn\world_json\scene_1\traj_2.json,300,1.0500,-0.4500,1.5000,1.5000,-0.0166,-0.0166,0.0000,0.2000,0.8600,1.3600,0.5000,0.5000,1.5811,1.9331,False,1.5000
827,scene_1,traj_5,trajectoryToLearn\world_json\scene_1\traj_5.json,300,1.0500,-0.4500,1.5000,1.5000,0.0697,0.0697,0.0000,0.2000,0.8600,1.3600,0.5000,0.5000,1.5811,1.9588,False,1.5000
828,scene_1,traj_7,trajectoryToLearn\world_json\scene_1\traj_7.json,300,1.0500,-0.4500,1.5000,1.5000,0.0470,0.0470,0.0000,0.2000,0.8600,1.3600,0.5000,0.5000,1.5811,1.9522,False,1.5000
829,scene_1,traj_8,trajectoryToLearn\world_json\scene_1\traj_8.json,300,1.0500,-0.4500,1.5000,1.5000,0.0563,0.0563,0.0000,0.2000,0.8600,1.3600,0.5000,0.5000,1.5811,1.9627,False,1.5000
830,scene_1,traj_9,trajectoryToLearn\world_json\scene_1\traj_9.json,300,1.0500,-0.4500,1.5000,1.5000,0.0413,0.0413,0.0000,0.2000,0.8600,1.3600,0.5000,0.5000,1.5811,1.9500,False,1.5000
831,scene_3,retreat_traj_1,trajectoryToLearn\world_json\scene_3\retreat_traj_1.json,120,1.0500,-0.4500,1.5000,1.5000,0.0306,0.0306,0.0000,0.1000,0.8600,0.8600,0.0000,0.1000,1.5000,1.7714,False,1.5000
832,scene_3,retreat_traj_10,trajectoryToLearn\world_json\scene_3\retreat_traj_10.json,120,1.0500,-0.4500,1.5000,1.5000,0.0784,0.0784,0.0000,0.1513,0.8600,0.8600,0.0000,0.1000,1.5000,1.7988,False,1.5000
833,scene_3,retreat_traj_1_y_scaled,trajectoryToLearn\world_json\scene_3\retreat_traj_1_y_scaled.json,120,1.0500,-0.4500,1.5000,1.5000,0.0800,0.0800,0.0000,0.0000,0.8600,0.8600,0.0000,0.8000,1.5000,2.6356,False,1.5000
834,scene_3,retreat_traj_2,trajectoryToLearn\world_json\scene_3\retreat_traj_2.json,120,1.0500,-0.4500,1.5000,1.5000,0.0317,0.0317,0.0000,0.1000,0.8600,0.8600,0.0000,0.1000,1.5000,1.7675,False,1.5000
835,scene_3,retreat_traj_3,trajectoryToLearn\world_json\scene_3\retreat_traj_3.json,120,1.0500,-0.4500,1.5000,1.5000,0.0310,0.0310,0.0000,0.1000,0.8600,0.8600,0.0000,0.1000,1.5000,1.7675,False,1.5000
836,scene_3,retreat_traj_4,trajectoryToLearn\world_json\scene_3\retreat_traj_4.json,120,1.0500,-0.4500,1.5000,1.5000,0.0306,0.0306,0.0000,0.1000,0.8600,0.8600,0.0000,0.1000,1.5000,1.7715,False,1.5000
837,scene_3,retreat_traj_5,trajectoryToLearn\world_json\scene_3\retreat_traj_5.json,120,1.0500,-0.4500,1.5000,1.5000,0.0748,0.0748,0.0000,0.1168,0.8600,0.8600,0.0000,0.1000,1.5000,1.7916,False,1.5000
838,scene_3,retreat_traj_6,trajectoryToLearn\world_json\scene_3\retreat_traj_6.json,120,1.0500,-0.4500,1.5000,1.5000,0.0479,0.0479,0.0000,0.1043,0.8600,0.8600,0.0000,0.1000,1.5000,1.7744,False,1.5000
839,scene_3,retreat_traj_7,trajectoryToLearn\world_json\scene_3\retreat_traj_7.json,120,1.0500,-0.4500,1.5000,1.5000,0.0635,0.0635,0.0000,0.1224,0.8600,0.8600,0.0000,0.1000,1.5000,1.7964,False,1.5000
840,scene_3,retreat_traj_8,trajectoryToLearn\world_json\scene_3\retreat_traj_8.json,120,1.0500,-0.4500,1.5000,1.5000,0.0681,0.0681,0.0000,0.1284,0.8600,0.8600,0.0000,0.1000,1.5000,1.7934,False,1.5000
841,scene_3,retreat_traj_9,trajectoryToLearn\world_json\scene_3\retreat_traj_9.json,120,1.0500,-0.4500,1.5000,1.5000,0.0606,0.0606,0.0000,0.1195,0.8600,0.8600,0.0000,0.1000,1.5000,1.7942,False,1.5000
842,scene_1,traj_10,trajectoryToLearn\world_json\scene_1\traj_10.json,211,1.0500,2.5500,1.5000,4.0083,0.0800,0.0800,0.0000,3.0172,0.8600,0.3600,0.5000,0.5000,1.5811,9.9930,False,1.5000
843,unknown,crane_down_070,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_070.json,120,1.0500,2.5256,1.4756,1.4756,0.0800,0.3469,0.2669,0.3467,0.8600,1.3600,0.5000,0.5000,1.5807,1.6803,False,1.4996
844,unknown,crane_up_078,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_078.json,120,1.0500,2.5242,1.4742,1.4742,0.0800,-0.0638,0.1438,0.1878,0.8600,0.3673,0.4927,0.5000,1.5610,1.5924,False,1.4812
845,unknown,crane_down_035,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_035.json,120,1.0500,2.4998,1.4498,1.4498,0.0800,0.3704,0.2904,0.3457,0.8600,1.2690,0.4090,0.4100,1.5341,1.5783,False,1.4786
846,unknown,crane_up_045,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_045.json,120,1.0500,2.4566,1.4066,1.4079,0.0800,-0.3599,0.4399,0.4438,0.8600,0.3698,0.4902,0.4951,1.5532,1.6237,False,1.4738
847,unknown,crane_down_043,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_043.json,120,1.0500,2.4826,1.4326,1.4326,0.0800,0.4242,0.3442,0.3442,0.8600,1.0597,0.1997,0.1997,1.4869,1.5265,False,1.4734
848,unknown,crane_up_062,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_062.json,120,1.0500,2.4996,1.4496,1.4496,0.0800,0.3237,0.2437,0.3458,0.8600,0.4309,0.4291,0.4368,1.5313,1.6163,False,1.4700
849,unknown,handheld_subtle_034,trajectoryToLearn\world_json\cinematic_db\handheld_subtle\handheld_subtle_034.json,120,1.0500,2.1787,1.1287,1.1287,0.0800,1.0155,0.9355,1.1265,0.8600,0.9905,0.1305,0.2631,1.4718,2.7203,False,1.4660
850,unknown,crane_up_015,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_015.json,120,1.0500,2.4917,1.4417,1.4421,0.0800,-0.1855,0.2655,0.2655,0.8600,0.4808,0.3792,0.3914,1.5142,1.6064,False,1.4660
851,unknown,crane_up_034,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_034.json,120,1.0500,2.5121,1.4621,1.4621,0.0800,0.0328,0.0472,0.1098,0.8600,0.3917,0.4683,0.4683,1.5360,1.5608,False,1.4629
852,unknown,crane_down_024,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_024.json,120,1.0500,2.4924,1.4424,1.4424,0.0800,-0.1099,0.1899,0.1899,0.8600,1.3600,0.5000,0.5000,1.5384,1.5924,False,1.4549
853,unknown,handheld_subtle_050,trajectoryToLearn\world_json\cinematic_db\handheld_subtle\handheld_subtle_050.json,120,1.0500,2.0947,1.0447,1.0447,0.0800,1.0800,1.0000,1.6885,0.8600,0.9582,0.0982,0.1077,1.4495,3.5920,False,1.4462
854,unknown,crane_down_057,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_057.json,120,1.0500,2.4817,1.4317,1.4317,0.0800,0.2438,0.1638,0.2366,0.8600,1.1979,0.3379,0.3510,1.4802,1.5295,False,1.4411
855,unknown,crane_down_096,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_096.json,120,1.0500,2.4553,1.4053,1.4060,0.0800,0.3950,0.3150,0.3150,0.8600,1.3171,0.4571,0.4609,1.5110,1.5736,False,1.4402
856,unknown,crane_down_069,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_069.json,120,1.0500,2.4555,1.4055,1.4055,0.0800,0.3792,0.2992,0.3613,0.8600,1.1536,0.2936,0.2936,1.4667,1.5384,False,1.4370
857,unknown,crane_down_009,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_009.json,120,1.0500,2.4766,1.4266,1.4273,0.0800,0.1103,0.0303,0.1072,0.8600,1.1414,0.2814,0.2816,1.4544,1.5312,False,1.4269
858,scene_2,round_traj_7,trajectoryToLearn\world_json\scene_2\round_traj_7.json,300,3.6607,2.2397,1.4210,4.1107,1.0800,1.0800,0.0000,2.0000,0.8600,0.8600,0.0000,0.4000,1.4210,9.6851,False,1.4210
859,unknown,handheld_subtle_000,trajectoryToLearn\world_json\cinematic_db\handheld_subtle\handheld_subtle_000.json,120,1.0500,2.3450,1.2950,1.2950,0.0800,0.6577,0.5777,0.8511,0.8600,1.1117,0.2517,0.2812,1.4402,2.6966,False,1.4181
860,unknown,crane_down_042,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_042.json,120,1.0500,2.4198,1.3698,1.3738,0.0800,-0.2358,0.3158,0.3431,0.8600,1.2641,0.4041,0.4041,1.4627,1.5300,False,1.4057
861,unknown,crane_down_062,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_062.json,120,1.0500,2.4524,1.4024,1.4024,0.0800,-0.0137,0.0937,0.0937,0.8600,1.3324,0.4724,0.4802,1.4828,1.5019,False,1.4055
862,unknown,crane_up_061,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_061.json,120,1.0500,2.4443,1.3943,1.3943,0.0800,-0.0084,0.0884,0.1873,0.8600,0.4026,0.4574,0.4652,1.4701,1.5570,False,1.3971
863,unknown,crane_down_081,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_081.json,120,1.0500,2.4339,1.3839,1.3842,0.0800,0.1963,0.1163,0.1598,0.8600,1.2698,0.4098,0.4108,1.4480,1.5366,False,1.3888
864,unknown,crane_down_004,trajectoryToLearn\world_json\cinematic_db\crane_down\crane_down_004.json,120,1.0500,2.4253,1.3753,1.3753,0.0800,0.1603,0.0803,0.1864,0.8600,1.3067,0.4467,0.4467,1.4482,1.5490,False,1.3776
865,unknown,crane_up_016,trajectoryToLearn\world_json\cinematic_db\crane_up\crane_up_016.json,120,1.0500,2.4251,1.3751,1.3760,0.0800,0.1530,0.0730,0.1420,0.8600,0.5103,0.3497,0.3497,1.4207,1.4919,False,1.3770
